project_number,project_link,hpa_number,location,property,description,review_type,recommendation,meeting_link,previous_review,cfa_action,submitted_documents,owner,,superseded_by
OG 17-191,/records-research/project-search/og-17-191,HPA 17-336,"1647 Wisconsin Avenue, NW
United States",Commercial,"Sign - Pillar & Post, Awning",Permit,"No objection to issuance of permit for proposed extruded metal letter sign mounted to roof of projecting bay and blade sign attached to existing sign post, per drawings received 14 April 2017, which indicate letters are no taller than 12"", and wall mounted signs are not installed on the side elevations.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-17-161-0', 'OG 17-161')",,,,,
OG 17-192,/records-research/project-search/og-17-192,HPA 17-337,"3220 Prospect Street, NW
United States",Commercial,New construction,Concept,"No objection to concept design for new 2-story commercial building as shown in supplemental drawings received 17 April 2017, PROVIDED development of the vocabulary of the facade:  the development of the detailing on the easternmost pavilion, including eliminating the cast stone beltcourse, adding detail to the cornice, and a heavier trim around the 2-story storefront; brick cornices on the other pavilions; lowering the height of the parapet on the garage entrance bay; eliminating the second floor light fixtures; and developing the streetscape plan.  The sign program was eliminated from the proposed project at this time. File new submission at DCRA of design development drawings, including details, dimensions, and streetscape plan, with concept application for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-14-353', 'OG 14-353')",,,,,
OG 17-193,/records-research/project-search/og-17-193,HPA 17-338,"3000 Dent Place, NW
United States",Residence,"Addition, Alterations",Permit,"No objection to issuance of permit for proposed rear addition and alterations, per drawings received 14 April 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-16-330-3', 'OG 16-330')",,,,,
OG 17-194,/records-research/project-search/og-17-194,HPA 17-389,"1644 31st Street, NW
United States",Tudor Place,"Subgrade cistern, Above-grade pump",Permit,"No objection to issuance of permit for subgrade cistern system, above-grade irrigation filtration and pump system, and landscaping, per drawings received 21 April 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-17-114-0', 'OG 17-114')",,,,,
OG 17-196,/records-research/project-search/og-17-196,HPA 17-391,"3220 Volta Place
United States",Residence,Window Addition,Permit,"No objection to issuance of permit for proposed alterations and installation of window with side lights, per drawings received 14 April 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,,,,,,
OG 17-200,/records-research/project-search/og-17-200,HPA 17-395,"1523 27th Street, NW
United States",Residence,Rear Addition,Permit,"No objection to issuance of permit for proposed rear addition, per drawings received 14 April 2017, PROVIDED the addition is clad in wood siding.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,,,,,,
OG 17-201,/records-research/project-search/og-17-201,HPA 17-396,"2716 O Street, NW
United States",Residence,"Rear addition, Demolition, Site work",Permit,"No objection to issuance of permit for proposed rear addition, demolition, and site work, per drawings received 14 April 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-16-340-3', 'OG 16-340')",,,,,
OG 17-076,/records-research/project-search/og-17-076-0,HPA 17-148,"3131 M Street, NW
United States",Commercial,Signs - Johnny Rockets - Existing alterations without review,Permit,"No objection to issuance of permit for proposed wall-mounted sign, screening of rooftop mechanical equipment, and alterations, per drawings received 22 March 2017, which indicate that the light fixtures at the first floor are to be removed. Note: Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27489,"('/records-research/project-search/og-17-076', 'OG 17-076')",,,,,
OG 17-135,/records-research/project-search/og-17-135,HPA 17-231,"1825 Wisconsin Avenue, NW
United States",Commercial,Signs - United Bank,Permit,"No objection to issuance of permit for proposed wall-mounted and awning signage, per drawings received 23 March 2017, PROVIDED wall-mounted letters are attached through mortar joints and holes from previous sign are patched/pointed.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27489,,,,,,
OG 17-136,/records-research/project-search/og-17-136,HPA 17-232,"2715 M Street, NW
United States",Commercial,Window replacement / Alterations,Concept,"No objection to concept design for proposed window replacement and alterations to the openings at the basement level, per drawings received 23 March 2017.  File new submission at DCRA of construction drawings, including dimensioned architectural details and cut sheets, with permit application for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27489,,,,,,
